site_id,latitude,longitude,utm_x,utm_y,pop_covered,pop_unique_covered,overlap_ratio_network,total_unique_pop_network,elevation_m,slope_deg,neighbour_weight,dist_to_school_m,dist_to_hospital_m,dist_to_road_m,dist_to_residential_m,dist_to_industrial_m,site_accessibility_score,antenna_height_m,region_type,bts_type,coverage_radius_m,power_W
BTS_02807,16.506528048184435,107.59013773812677,776493.4912735283,1826742.5638267936,64327.88,0.0,96.07898208383826,858764.1875,7,89.969986,0,3426.2738951437686,2941.1559504424163,15.382367201875654,436.90171798223395,1525.7061104805814,0.9923088163990622,30.4,mountain,4G_remote,2500,1200
BTS_05290,16.434583603594977,107.609582182895,778673.2976242936,1818803.9339105163,62650.26,20.501182556152344,96.07898208383826,858764.1875,42,89.99805,0,3489.3906453165937,3246.1767906261,226.037180217579,417.2303041762756,1024.9031833291247,0.8869814098912105,21.4,mountain,4G_remote,2500,1200
BTS_03334,16.431250270274987,107.572915516375,774760.1692134659,1818384.7250543882,59810.88,0.0,96.07898208383826,858764.1875,17,89.98939,0,3665.4768776378155,3949.2823595634954,12.822552907240064,392.9447999623255,2914.2881123893576,0.99358872354638,26.0,mountain,4G_remote,2500,1200
BTS_04856,16.42791693695498,107.583748849665,775922.4269753715,1818030.422721072,59373.95,0.0,96.07898208383826,858764.1875,16,89.99104,0,3644.3863824875625,4457.32183497924,43.76136636652363,353.7827736590355,3854.401412211006,0.9781193168167381,21.7,mountain,4G_remote,2500,1200
BTS_03170,16.428750270284976,107.59791551627501,777434.9974999728,1818142.0569471996,58584.7,0.0,96.07898208383826,858764.1875,29,89.992546,0,3629.404380874586,4509.846242758678,44.33738557763684,539.3279977310207,2426.3795416661583,0.9778313072111816,27.8,mountain,4G_remote,2500,1200
BTS_00008,16.45491024792237,107.59136455244935,776697.9046141464,1821029.3804976675,58037.85,0.0,96.07898208383826,858764.1875,8,89.979866,0,654.3016905344466,2334.5790745482004,12.52426750325115,0.0,3263.360533093563,0.9937378662483745,28.0,mountain,5G_macro,1000,10000
BTS_04315,16.431250270274983,107.571248849715,774582.0857208467,1818382.4621748736,57691.94,0.0,96.07898208383826,858764.1875,13,89.99456,0,3752.998055462532,3955.632844553048,26.718680794214677,510.6991702096551,2771.353260891936,0.9866406596028927,24.7,mountain,4G_remote,2500,1200
BTS_03638,16.430416936944983,107.603748849585,778055.936253066,1818334.5906659914,56895.14,0.0,96.07898208383826,858764.1875,26,89.9921,0,3626.366867622325,3977.128869877831,72.06769983066505,658.3701023524242,1786.2953787972353,0.9639661500846675,22.2,mountain,4G_remote,2500,1200
BTS_00425,16.505583603665904,107.60258218326001,777824.0382056995,1826655.124090546,56724.74,0.0,96.07898208383826,858764.1875,7,89.981995,0,3197.781339625986,3908.2215586081065,14.925376215622949,397.6132639261048,1643.6657394463489,0.9925373118921885,24.2,mountain,4G_remote,2500,1200
BTS_05044,16.429583603614983,107.60208218292502,777879.0343125211,1818240.0378194705,56489.87,0.0,96.07898208383826,858764.1875,28,89.995285,0,3656.7665964242947,4157.340657870911,125.70555572326914,651.1108354505942,1986.860589854317,0.9371472221383654,30.5,mountain,4G_remote,2500,1200
BTS_01404,16.504791937702638,107.57437385049549,774812.214855259,1826528.7767162053,56469.02,0.0,96.07898208383826,858764.1875,6,89.981995,0,3379.488668427705,1995.0540460665857,16.509129740549746,372.6594054473516,2406.4130115519342,0.9917454351297251,31.6,mountain,4G_remote,2500,1200
BTS_01182,16.43041693694499,107.572082183045,774672.2997602161,1818291.3324116648,54500.6,0.0,96.07898208383826,858764.1875,18,89.98576,0,3789.0512356371037,4043.6668994373517,55.21533020584531,439.09984100641543,2898.2977316865586,0.9723923348970773,32.1,mountain,4G_remote,2500,1200
BTS_04545,16.43125027027498,107.607082182905,778410.9243623916,1818431.4382286365,54334.13,0.0,96.07898208383826,858764.1875,32,89.99743,0,3681.2320910926055,3700.781989300896,181.83992809782174,778.6481519898773,1431.5018532802428,0.9090800359510891,28.4,mountain,4G_remote,2500,1200
BTS_00009,16.42625027029498,107.582082183005,775746.692409666,1817843.6274792722,52576.26,0.0,96.07898208383826,858764.1875,20,89.98763,0,3857.5554571614575,4597.1048654157885,95.45206416710737,421.1104082194859,4034.870735945464,0.9522739679164464,23.2,mountain,4G_remote,2500,1200
BTS_05056,16.43041693694499,107.606248849575,778323.0685004436,1818338.028405865,51879.65,0.0,96.07898208383826,858764.1875,36,89.99802,0,3727.1982667179445,3826.452012236331,124.67565628363305,793.7886082336474,1556.0977674258452,0.9376621718581835,28.3,mountain,4G_remote,2500,1200
BTS_01506,16.50708360330497,107.603748849585,777946.5057211376,1826822.8079939382,50417.69,0.0,96.07898208383826,858764.1875,8,89.992546,0,3378.154024526177,4102.330816466902,35.796042229405494,600.171748403463,1851.0367742852327,0.9821019788852973,23.4,mountain,4G_remote,2500,1200
BTS_02527,16.42569471517263,107.58013773816889,775539.7054874748,1817779.4712691077,49841.42,0.0,96.07898208383826,858764.1875,14,89.93634,0,3963.1543598574845,4620.477869821854,35.47328788416221,364.34165212313724,3900.204592495853,0.9822633560579189,24.5,mountain,4G_remote,2500,1200
BTS_02033,16.431250272346865,107.56583218338419,774003.3157580248,1818375.1182039934,48978.49,0.0,96.07898208383826,858764.1875,21,89.95974,0,3882.4255294264262,4030.90729549298,7.129978278463731,551.0594429244763,2340.3605034072657,0.9964350108607681,26.7,mountain,4G_remote,2500,1200
BTS_04107,16.426666936967386,107.59624884954674,777259.8666179075,1817909.1161086499,48104.95,0.0,96.07898208383826,858764.1875,51,89.99754,0,3813.29722225517,4800.821886895463,179.49639975958286,692.3874505813446,2688.865850412926,0.9102518001202086,29.0,mountain,4G_remote,2500,1200
BTS_04881,16.50958360329498,107.595415516285,777052.8542083036,1827088.1144002525,48042.89,0.0,96.07898208383826,858764.1875,2,89.98727,0,3645.327828010649,3576.773525286615,7.773187203495994,473.8071852773909,1815.4160830425797,0.996113406398252,24.4,mountain,4G_remote,2500,1200
BTS_00240,16.427708604456676,107.60124884967112,777792.6574284274,1818031.3022264864,47496.54,0.0,96.07898208383826,858764.1875,23,89.9941,0,3831.766511351141,4376.907965166595,26.10004265243564,794.7422185231177,2167.940954097876,0.9869499786737822,33.8,mountain,4G_remote,2500,1200
BTS_05356,16.42541693696498,107.58958218297501,776549.2759906461,1817761.600217713,46987.66,0.0,96.07898208383826,858764.1875,19,89.981995,0,3875.6194886751146,4909.348733233355,15.021110081610008,344.61049166733955,3389.640824519488,0.992489444959195,21.6,mountain,4G_remote,2500,1200
BTS_05958,16.432083603604983,107.563748849745,773779.5438703633,1818464.5579343918,46859.24,0.0,96.07898208383826,858764.1875,22,89.99352,0,3834.3581620902887,3992.1938458967697,38.043630035107554,422.5920659148837,2122.277892191384,0.9809781849824463,19.3,mountain,4G_remote,2500,1200
BTS_02901,16.50291693665498,107.560415516425,773323.9716243285,1826302.1976518729,45822.36,0.0,96.07898208383826,858764.1875,1,89.97153,0,2964.116321617939,2123.116284091027,6.712534743426826,383.7498645399198,1698.6784269648294,0.9966437326282865,29.9,mountain,4G_remote,2500,1200
BTS_00422,16.424583604049225,107.58666551638335,776238.7958049912,1817665.3548334574,45394.39,0.0,96.07898208383826,858764.1875,13,89.98576,0,3976.422546000084,4896.6935056874045,31.71065144122356,545.3560500709299,3711.887726857021,0.9841446742793882,28.2,mountain,4G_remote,2500,1200
BTS_01785,16.511250269954978,107.59458218295501,776961.4706415737,1827271.4939340167,45374.61,0.0,96.07898208383826,858764.1875,5,89.978165,0,3839.413397821432,3647.3787826332864,25.325036656960254,376.4647290964649,1994.793659189677,0.9873374816715199,26.6,mountain,4G_remote,2500,1200
BTS_04431,16.479583603414987,107.624582182835,780211.3679663357,1823806.9410013803,44489.75,1136.3826904296875,96.07898208383826,858764.1875,3,89.990906,0,2716.5708113898663,2226.714599821037,32.560225137013056,432.6204023352655,3480.591959240888,0.9837198874314935,24.3,mountain,4G_remote,2500,1200
BTS_01732,16.504028048082333,107.56152662792485,773441.0859878099,1826426.720065181,43868.98,0.0,96.07898208383826,858764.1875,1,89.98576,0,3077.8102622221604,2165.6528969669653,18.793190254743557,474.0422458178401,1868.9644425119723,0.9906034048726282,28.6,mountain,4G_remote,2500,1200
BTS_00074,16.423598760215445,107.58208217980099,775750.4353975893,1817550.0684290708,43162.73,0.0,96.07898208383826,858764.1875,18,89.98714,0,4145.867857699943,4885.009673138308,55.69532808378689,667.1834750591861,4201.65161931057,0.9721523359581066,34.3,mountain,4G_remote,2500,1200
BTS_02502,16.431666936947412,107.56208218301764,773602.0461215565,1818416.1728353486,43063.01,0.0,96.07898208383826,858764.1875,27,89.98763,0,3922.112508894378,4085.906130518172,42.68919023287602,460.5021135473427,2047.0177360667544,0.978655404883562,21.4,mountain,4G_remote,2500,1200
BTS_00900,16.4237502707192,107.57916551641317,775438.56198558,1817562.871132048,42228.86,0.0,96.07898208383826,858764.1875,17,89.97153,0,4197.510135346812,4818.883958612496,12.590380698443948,524.1982925306868,3951.0251342974884,0.993704809650778,26.2,mountain,4G_remote,2500,1200
BTS_05759,16.51125026995498,107.59624884961501,777139.4835698977,1827273.7872700295,41589.94,0.0,96.07898208383826,858764.1875,4,89.984085,0,3820.074478906273,3770.1014744979957,21.129770448523196,553.9078443312172,2007.94747038799,0.9894351147757384,24.8,mountain,4G_remote,2500,1200
BTS_01203,16.424583605854114,107.57541551661117,775036.6839543974,1817650.0327560965,41280.46,0.0,96.07898208383826,858764.1875,16,89.991,0,4230.048170086546,4692.028865135048,37.06672529402732,508.44333504608096,3588.6509453035055,0.9814666373529863,23.4,mountain,4G_remote,2500,1200
BTS_04677,16.427083603624983,107.570415516385,774498.9012481305,1817920.0267589148,40547.14,0.0,96.07898208383826,858764.1875,4,89.984085,0,4198.344770582983,4421.807027262789,106.89202741873358,654.9365918762458,3012.4251921068385,0.9465539862906333,32.7,mountain,4G_remote,2500,1200
BTS_03999,16.455416936844983,107.536248849855,770808.8306273941,1821010.79045795,39992.05,0.0,96.07898208383826,858764.1875,5,89.97503,0,3682.9536916485295,4168.628707232109,11.385534738758075,382.36390879159194,1520.4131461299496,0.9943072326306209,20.3,mountain,4G_remote,2500,1200
BTS_01713,16.423194715182767,107.58847107146893,776433.6936702717,1817514.0502443179,39318.11,0.0,96.07898208383826,858764.1875,11,89.98727,0,4122.011194082802,5101.662455882356,12.058384300913627,606.8855219702999,3603.613632349427,0.9939708078495432,36.1,mountain,4G_remote,2500,1200
BTS_03288,16.427083603624983,107.604582182915,778149.7284077058,1817966.6841930274,38736.81,0.0,96.07898208383826,858764.1875,35,89.99797,0,4003.71486114186,4233.5499478315205,9.333746297464243,1024.4077239429216,1917.1392698790632,0.9953331268512678,27.1,mountain,4G_remote,2500,1200
BTS_01157,16.4258336036374,107.5712488496474,774589.7022674342,1817782.7659868877,38730.68,0.0,96.07898208383826,858764.1875,12,89.98576,0,4280.0094995400195,4554.496543887,42.384875788806426,647.8806174266014,3173.85097936128,0.9788075621055968,27.4,mountain,4G_remote,2500,1200
BTS_05154,16.422916936974982,107.577915516355,775306.1681074314,1817468.9090178292,38487.42,0.0,96.07898208383826,858764.1875,9,89.99168,0,4321.9711867762535,4895.450269719584,25.133045888898813,606.4001813068223,3910.4067331191927,0.9874334770555506,29.1,mountain,4G_remote,2500,1200
BTS_00383,16.47773175196948,107.59328588669592,776870.7387499942,1823558.6978197736,37782.34,0.0,96.07898208383826,858764.1875,9,89.97878,0,650.5210513812335,2438.6824356436796,6.593133599556436,0.0,1520.141302373934,0.9967034332002218,29.8,mountain,5G_macro,1000,10000
BTS_01087,16.504583603314977,107.552915516455,772520.5624086919,1826476.5574713582,37696.18,0.0,96.07898208383826,858764.1875,3,89.95974,0,3318.2777245881907,2780.0872472682636,71.45115710812378,424.7455761009119,1381.6612650083068,0.9642744214459381,23.8,mountain,4G_remote,2500,1200
BTS_05742,16.42208360364498,107.585415516325,776108.761038599,1817386.863651367,37348.71,0.0,96.07898208383826,858764.1875,13,89.95974,0,4263.054514981781,5127.214508934284,15.645298240847369,850.2259255132817,3950.4927991900568,0.9921773508795764,33.9,mountain,4G_remote,2500,1200
BTS_05957,16.483750270064984,107.583748849665,775843.4074358892,1824211.9706276597,37297.42,0.0,96.07898208383826,858764.1875,7,89.98576,0,1828.396542690359,1345.462840631225,39.807658850883385,6.086946424136942,1353.5760764410534,0.9800961705745583,28.9,mountain,5G_macro,1000,10000
BTS_04662,16.435416936924987,107.554582183115,772795.4391417156,1818821.2141237254,37185.38,0.0,96.07898208383826,858764.1875,20,89.997665,0,3833.6957684137747,4025.7403991700635,250.617952332602,572.5827597179194,1300.5231489719872,0.874691023833699,20.6,mountain,4G_remote,2500,1200
BTS_06084,16.472916936774983,107.577082183025,775146.574674794,1823003.4623873264,36949.74,0.0,96.07898208383826,858764.1875,6,89.99478,0,971.6429088827547,772.1165512130353,9.20156141269954,45.98496648035868,2705.9606914692895,0.9953992192936503,30.2,mountain,5G_macro,1000,10000
BTS_02481,16.43291693693498,107.55708218310501,773066.0528681084,1818547.8073086573,36803.99,0.0,96.07898208383826,858764.1875,37,89.979866,0,3966.76685778711,4148.6290008146625,145.03409416243463,650.5114685940961,1655.971452444807,0.9274829529187827,26.3,mountain,4G_remote,2500,1200
BTS_05656,16.434583603594977,107.55541551644501,772885.6429637503,1818730.0782463637,36797.8,0.0,96.07898208383826,858764.1875,25,89.99516,0,3874.319026626431,4063.071625276909,197.52438706482292,670.7256512851111,1417.3104584381008,0.9012378064675886,26.1,mountain,4G_remote,2500,1200
BTS_02145,16.455416936844983,107.534582183195,770630.7735425902,1821008.5570216188,36748.75,0.0,96.07898208383826,858764.1875,6,89.983284,0,3823.300920645627,4338.527459576768,9.617227844563201,496.95016099382144,1682.0022419828672,0.9951913860777184,32.9,mountain,4G_remote,2500,1200
BTS_06185,16.480416936744984,107.577915516355,775224.9940874206,1823834.9540451525,36656.7,0.0,96.07898208383826,858764.1875,4,89.99252,0,1647.5317002175088,978.3564553176878,18.07624705377428,0.0,2072.721614874944,0.9909618764731128,27.5,mountain,5G_macro,1000,10000
BTS_04197,16.422083603644985,107.578748849685,775396.3888173231,1817377.7813354724,36610.54,0.0,96.07898208383826,858764.1875,14,89.98456,0,4387.307436963721,4996.6769491628465,35.75481458362278,700.672114393782,4038.339943895061,0.9821225927081886,36.5,mountain,4G_remote,2500,1200
BTS_05679,16.484583603394984,107.59291551629501,776821.4271942668,1824316.7935279738,36306.25,0.0,96.07898208383826,858764.1875,6,89.979866,0,1093.1411892550768,2295.35341870968,64.71599627866787,18.453106749798625,764.4811932544677,0.9676420018606661,19.8,mountain,5G_macro,1000,10000
BTS_03184,16.427083603624983,107.56791551639502,774231.770811103,1817916.637064064,36241.52,0.0,96.07898208383826,858764.1875,11,89.993256,0,4311.967489456574,4449.063772542815,58.94458647352515,906.7860683705721,2832.345021601582,0.9705277067632374,27.9,mountain,4G_remote,2500,1200
BTS_03652,16.42291693697498,107.59208218296502,776819.955546375,1817488.231678544,36036.62,0.0,96.07898208383826,858764.1875,20,89.97503,0,4164.008730108885,5264.715823031521,17.975860239522763,666.4315324684683,3280.6417068999754,0.9910120698802386,30.8,mountain,4G_remote,2500,1200
BTS_04469,16.417916936994985,107.658748849365,783951.1219887871,1817026.9900665565,35929.48,0.0,96.07898208383826,858764.1875,18,89.99523,0,8588.999484277041,5809.407950650463,9.06325353791212,443.9184187422258,4220.428035806932,0.995468373231044,18.4,mountain,4G_remote,2500,1200
BTS_04104,16.417083603664974,107.657915516035,783863.2795794572,1816933.5551424355,35816.09,0.0,96.07898208383826,858764.1875,14,89.981995,0,8567.425615687765,5829.613820071752,24.53198559841045,571.6986203621418,4227.3475627843545,0.9877340072007947,37.9,mountain,4G_remote,2500,1200
BTS_05847,16.424583604049275,107.67999884934565,786212.223400021,1817795.0566684795,35799.89,0.0,96.07898208383826,858764.1875,10,89.98594,0,9790.012282178794,6981.58657693935,52.88521784375451,419.98421784558366,3362.7453355834273,0.9735573910781228,26.9,mountain,4G_remote,2500,1200
BTS_00020,16.484800699120928,107.58848972702354,776348.3467013524,1824334.7591658148,35769.85,0.0,96.07898208383826,858764.1875,7,89.984085,0,1451.2503604431795,1822.8285413611604,8.14096232621516,0.0,916.2183940163669,0.9959295188368924,20.2,mountain,5G_macro,1000,10000
BTS_00493,16.41597249299083,107.6590266267423,783983.6321401595,1816812.0916445986,35745.79,0.0,96.07898208383826,858764.1875,15,89.982346,0,8735.171016661196,5999.123684623879,6.167523897622756,592.2455774337008,4057.3292813201797,0.9969162380511887,32.8,mountain,4G_remote,2500,1200
BTS_00701,16.513750269944982,107.59624884961501,777135.9162923511,1827550.5764934719,35725.3,0.0,96.07898208383826,858764.1875,3,89.98847,0,4095.9392787166853,3972.064195164261,27.94824739505485,576.9373783832964,2283.060006706352,0.9860258763024726,33.1,mountain,4G_remote,2500,1200
BTS_05005,16.416250270334984,107.661248849355,784220.7055497839,1816845.9653082876,35653.07,0.0,96.07898208383826,858764.1875,8,89.96817,0,8913.695682925745,6119.403420755373,25.639524315998568,419.5096852681615,3898.2378022104613,0.9871802378420007,25.5,mountain,4G_remote,2500,1200
BTS_03869,16.41458360367498,107.659582182695,784045.0201774251,1816659.093651056,35570.12,0.0,96.07898208383826,858764.1875,14,89.97503,0,8872.40358968154,6158.188895161175,55.028210413663636,674.9235527660612,3914.1315388260273,0.9724858947931682,30.2,mountain,4G_remote,2500,1200
BTS_02313,16.416250270334984,107.657082182705,783775.436399545,1816840.1206969467,35537.92,0.0,96.07898208383826,858764.1875,15,89.99126,0,8547.720659959496,5852.559847629182,79.6849995443822,699.4789249238437,4238.139028712944,0.9601575002278089,32.1,mountain,4G_remote,2500,1200
BTS_04146,16.412500270357334,107.66041551595507,784137.1034778492,1816429.5968488688,35533.83,0.0,96.07898208383826,858764.1875,14,89.982346,0,9079.976556972157,6397.3369049810835,157.55190280501913,524.8127666763291,3702.713809473753,0.9212240485974904,26.0,mountain,4G_remote,2500,1200
BTS_02553,16.472083603444982,107.577915516355,775236.7755528556,1822912.3371012292,35495.23,0.0,96.07898208383826,858764.1875,7,89.99153,0,958.6879679176967,748.3286618711928,7.082477050333461,172.95793149190314,2720.9621723753758,0.9964587614748333,24.6,mountain,5G_macro,1000,10000
BTS_03664,16.422083603644985,107.58958218297501,776553.9952834775,1817392.552043784,35288.5,0.0,96.07898208383826,858764.1875,14,89.99117,0,4244.673075958578,5256.393357112468,53.419664221611214,713.2485510905508,3557.9071206839303,0.9732901678891944,27.7,mountain,4G_remote,2500,1200
BTS_03227,16.41291693701498,107.658748849365,783958.3870252979,1816473.3922524154,35249.33,0.0,96.07898208383826,858764.1875,12,89.982346,0,8909.482605363946,6257.323276256537,8.662789729159892,708.4197376434291,3873.764947246415,0.9956686051354201,31.4,mountain,4G_remote,2500,1200
BTS_04990,16.45458360351498,107.53374884986502,770542.9015199263,1820915.1819925217,35079.28,0.0,96.07898208383826,858764.1875,8,89.99195,0,3950.039535675338,4451.15775178153,58.493011346349306,624.8590559425271,1730.9556084839614,0.9707534943268253,32.9,mountain,4G_remote,2500,1200
BTS_02215,16.42625027029498,107.680415515945,786254.3061215718,1817980.181482635,35010.72,0.0,96.07898208383826,858764.1875,3,89.97878,0,9908.607758543665,6918.7492666593325,70.98600236845385,470.1206697862861,3518.7596228556845,0.9645069988157731,29.4,mountain,4G_remote,2500,1200
BTS_05558,16.41125027035498,107.658748849365,783960.808225312,1816288.8596935496,34886.51,0.0,96.07898208383826,858764.1875,9,89.993095,0,9021.331842062975,6410.300136587252,50.250685345747584,696.254750184952,3769.213627180554,0.9748746573271262,25.3,mountain,4G_remote,2500,1200
BTS_00169,16.425416936964982,107.68124884927501,786344.5785834491,1817889.092795832,34783.83,0.0,96.07898208383826,858764.1875,5,89.97503,0,9781.235743670739,7043.32409645748,52.84043679324265,552.9158084209288,3401.7263969647615,0.9735797816033787,27.9,mountain,4G_remote,2500,1200
BTS_01334,16.45708360391992,107.53333218326203,770494.9181784558,1821191.4006505103,34780.0,0.0,96.07898208383826,858764.1875,8,89.93634,0,3825.0629401371552,4417.29255384317,11.540243390845191,482.6025629721958,1881.7076561432352,0.9942298783045774,19.9,mountain,4G_remote,2500,1200
BTS_03751,16.42375027030498,107.595415516285,777174.9604454108,1817585.056024643,34625.78,0.0,96.07898208383826,858764.1875,53,89.99839,0,4114.836653094629,5105.552571973445,150.759923463907,796.6716081052348,2929.077808101238,0.9246200382680465,28.6,mountain,4G_remote,2500,1200
BTS_03778,16.42125027031498,107.579582183015,775486.6102800926,1817286.6539242677,34604.21,0.0,96.07898208383826,858764.1875,16,89.95499,0,4455.37679686862,5099.118957362523,34.83806517293913,804.3938832055787,4166.292049969597,0.9825809674135304,31.5,mountain,4G_remote,2500,1200
BTS_05327,16.410416937024983,107.661248849355,784229.1883733093,1816200.1001848222,34602.85,0.0,96.07898208383826,858764.1875,12,89.990456,0,9289.49523025943,6637.081859376435,155.41225192084713,449.33929775683885,3496.0035617031176,0.9222938740395764,18.6,mountain,4G_remote,2500,1200
BTS_00938,16.48791693671498,107.59458218295501,776994.7184553283,1824688.1332550757,34509.71,0.0,96.07898208383826,858764.1875,4,89.95974,0,1322.7038503116603,2463.8790536520883,47.436391628270755,180.2296069242822,404.5270554195268,0.9762818041858646,28.5,mountain,5G_macro,1000,10000
BTS_02319,16.415416937004988,107.654582182715,783509.4844850189,1816744.3522984467,34321.66,0.0,96.07898208383826,858764.1875,12,89.95499,0,8387.235137547566,5780.8548947187455,147.42131331250033,939.8579140563767,4211.7697767450945,0.9262893433437498,34.6,mountain,4G_remote,2500,1200
BTS_03113,16.422083603644985,107.575415516365,775040.2038909094,1817373.2489982848,34118.5,0.0,96.07898208383826,858764.1875,8,89.978165,0,4490.709506977406,4968.5598655474,41.007215012489226,757.8990344839953,3781.8153656471927,0.9794963924937554,20.3,mountain,4G_remote,2500,1200
BTS_05923,16.421250270314978,107.68291551593501,786528.7929520714,1817430.1125654494,33929.12,0.0,96.07898208383826,858764.1875,11,89.969986,0,9307.198324502528,7446.766285901481,111.09533478713652,475.74549092804295,2907.4123236795367,0.9444523326064317,28.0,mountain,4G_remote,2500,1200
