site_id,latitude,longitude,coverage_radius_m,pop_in_buffer
BTS_06440,16.660416936024983,107.445415516885,1000.0,1313.2601318359375
BTS_06357,16.097916938274984,107.387915517115,1000.0,710.5887451171875
BTS_02984,16.383750270464983,107.566248849735,2500.0,4420.328125
BTS_06411,16.48791693671498,107.492082183365,2500.0,11319.275390625
BTS_02635,16.234166937737548,107.20541551778702,1000.0,310.5752258300781
BTS_05288,16.360416937224976,107.497915516675,2500.0,4783.95068359375
BTS_02413,16.48708360338498,107.402082183725,1000.0,1133.400390625
BTS_03796,16.69458360297511,107.35999885061764,1000.0,1549.896484375
BTS_02625,16.103750271584982,107.639582182775,2500.0,2692.40478515625
BTS_03260,16.71541693580497,107.408748850365,2500.0,1068.0721435546875
BTS_02040,16.35041693726498,107.495415516685,2500.0,4803.3056640625
BTS_00031,16.432268793878386,107.78472107611071,2500.0,17186.330078125
BTS_04994,16.294583604154983,107.354582183915,1000.0,442.09613037109375
BTS_03399,16.491250270034982,107.49958218333502,2500.0,19736.03515625
BTS_02086,16.378750270898372,107.85416551531996,2500.0,14395.376953125
BTS_06429,16.575416936364988,107.501248849995,1000.0,3844.753173828125
BTS_05113,16.44291693689498,107.714582182475,1000.0,2837.25927734375
BTS_06314,16.376250270494978,107.46041551682502,2500.0,678.1370849609375
BTS_04431,16.479583603414987,107.624582182835,2500.0,38853.8046875
BTS_05257,16.297916937474984,107.211248851155,1000.0,692.3551635742188
BTS_03334,16.431250270274987,107.572915516375,2500.0,53812.7890625
BTS_03926,16.35375027058499,107.482082183405,2500.0,3159.8955078125
BTS_03701,16.25833360430708,107.92208218156816,2500.0,5857.0283203125
BTS_01390,16.307083604104978,107.765415515605,2500.0,10362.255859375
BTS_01925,16.63270860304536,107.508957183838,1000.0,1137.562744140625
BTS_06354,16.38458360379498,107.716248849135,1000.0,3615.407958984375
BTS_03396,16.536250269854982,107.502082183325,2500.0,16996.3515625
BTS_04097,16.265416937604975,107.70874884916502,2500.0,2030.790771484375
BTS_00798,16.513750269944975,107.516248849935,2500.0,21052.423828125
BTS_04761,16.703750269184976,107.432082183605,1000.0,414.3462829589844
