site_id,latitude,longitude,utm_x,utm_y,pop_covered,pop_unique_covered,overlap_ratio_network,total_unique_pop_network,elevation_m,slope_deg,neighbour_weight,dist_to_school_m,dist_to_hospital_m,dist_to_road_m,dist_to_residential_m,dist_to_industrial_m,site_accessibility_score,antenna_height_m,power_model_type,power_source_main,power_backup_sources,backup_duration_hr,region_type,bts_type,coverage_radius_m
BTS_00529,16.274877726643165,107.23188611118503,738514.9955765045,1800643.5727536234,9002.23,0.0,81.11014941020885,1163364.75,588,89.979866,0,41835.67510315667,37929.52296878351,21.213172759772064,0.0,32287.266037777812,0.989393413620114,24.3,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_05833,16.306250270774985,107.981248848075,818600.0471285186,1805140.3300457697,4022.75,0.0,81.11014941020885,1163364.75,10,89.979866,0,9974.136568064567,12953.476998281483,25.957525886484056,800.8286648675183,4428.430044213759,0.9870212370567579,32.2,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01970,16.506389160617612,107.63083218142513,780840.32412087,1826783.4939265815,5463.78,0.0,81.11014941020885,1163364.75,5,89.978165,0,4692.415084487195,5222.248983491049,15.597769226597945,0.0,4192.078330762585,0.9922011153867011,27.1,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_01795,16.537083603601687,107.50333218338126,767179.9983677347,1830008.1717547132,18725.15,0.0,81.11014941020885,1163364.75,6,89.99181,0,9278.785694700931,6889.636172173169,12.02644579126032,1308.9539328366764,4130.4521735814815,0.9939867771043699,37.2,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02380,16.455416936844983,107.612915516215,778999.6681477765,1821115.1204925065,19199.92,1587.7701416015625,81.11014941020885,1163364.75,3,89.98658,5,2308.558061911925,1428.1721503419615,0.8108735395259447,0.0,1662.2389008349473,0.999594563230237,27.1,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_01794,16.336250270654986,107.672082182645,785494.9653016501,1808003.5838739143,1439.11,0.0,81.11014941020885,1163364.75,47,89.994705,0,7211.127875624117,14523.289561661039,54.23745350464986,6528.649813333568,5447.882031024527,0.972881273247675,32.0,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03778,16.42125027031498,107.579582183015,775486.6102800926,1817286.6539242677,34604.21,0.0,81.11014941020885,1163364.75,16,89.95499,0,4455.376796868594,5099.11895736254,34.83806517293913,804.3938832055787,4166.292049969597,0.9825809674135304,31.5,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03399,16.491250270034982,107.49958218333502,766842.5113922243,1824929.043872653,21103.62,0.0,81.11014941020885,1163364.75,8,89.9852,0,6985.567615733933,7695.318686749712,71.36884412884469,903.3582434525113,2527.672136100235,0.9643155779355777,28.4,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01256,16.32041693738499,107.77291551557501,796299.2403157804,1806394.5874669994,16317.55,0.0,81.11014941020885,1163364.75,7,89.99051,0,1755.6473392807247,22026.29180192333,21.75387357574145,2535.403847214747,1989.6373775044615,0.9891230632121293,29.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_04994,16.294583604154983,107.354582183915,751608.1095316241,1802972.1713700797,492.21,0.0,81.11014941020885,1163364.75,84,89.909966,0,29965.779273543794,29942.105162522315,13.89193682045033,0.0,24502.264651146925,0.9930540315897748,24.4,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_01280,16.279583604214984,107.857082181905,805362.4162183809,1801997.293979921,5630.05,0.0,81.11014941020885,1163364.75,31,89.98946,0,3534.8281750887686,24174.802156300164,12.147347912087032,8955.44654457948,9805.343220466308,0.9939263260439565,24.0,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_05925,16.68958360257498,107.34374885062502,749941.8688585453,1846684.4528778098,367.05,0.0,81.11014941020885,1163364.75,3,89.978165,0,33260.06240845773,18417.764064899406,5.094039089497939,0.0,9721.640768816833,0.997452980455251,32.0,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_00312,16.55625026977498,107.55374884978501,772536.9796585407,1832197.8425331088,12633.51,0.0,81.11014941020885,1163364.75,1,89.98456,0,8911.534975422735,7899.090642688709,13.781777708463297,318.5094802124493,7037.627617243611,0.9931091111457684,29.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03473,16.134583604794983,107.669582182655,785518.7703801119,1785671.762928846,4868.49,8.06583023071289,81.11014941020885,1163364.75,83,89.9921,0,23310.70245152641,36282.955897824235,17.05413943294674,4728.807241605625,21539.41813514423,0.9914729302835267,31.5,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03430,16.3941669370973,107.69541551581413,787904.4723071463,1814449.1206717608,2062.8,0.0,81.11014941020885,1163364.75,16,89.95974,0,6174.838273953539,10392.564654315358,18.23025812017669,1227.0024333935344,44.94699176151955,0.9908848709399116,32.7,Model_2,grid,battery;generator,28,mountain,5G_macro,1000
BTS_02870,16.221250271114982,108.09208218096501,830596.589342094,1795902.8066862195,6636.4,0.0,81.11014941020885,1163364.75,10,89.981995,0,22466.87713763498,2242.020572388148,7.888022089119716,11301.674957856441,12656.461643138024,0.9960559889554401,34.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02134,16.33486138208393,107.78485996036041,797554.5394649308,1808011.4220737002,10500.23,0.0,81.11014941020885,1163364.75,4,89.969986,0,2674.228309844356,21915.161580318698,23.884228402569867,3678.597581504385,3860.405905396522,0.9880578857987151,30.7,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03008,16.267083604264972,107.865415515205,806273.1195280892,1800625.5973524014,11895.54,0.0,81.11014941020885,1163364.75,8,89.990456,0,2372.1187062883837,23060.282699321408,52.187496010901405,9712.232962473185,10522.20488825687,0.9739062519945493,24.7,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03397,16.67125026931498,107.408748850365,756901.4871641459,1844737.5327547903,567.91,24.47384262084961,81.11014941020885,1163364.75,4,89.990234,0,27159.54245003249,13640.000078059506,36.28778090604583,0.0,7985.160154723308,0.9818561095469771,26.1,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_05266,16.659583602694983,107.481248850075,764653.9244434638,1843540.6995106007,7271.83,1982.627685546875,81.11014941020885,1163364.75,26,89.99459,0,22098.19978755568,12678.140831589883,484.04268315098085,605.8214759716396,11329.562591750277,0.7579786584245096,29.2,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_05222,16.151250271394982,107.724582182435,791380.4848607432,1787594.1928665969,1496.46,573.1824340820312,81.11014941020885,1163364.75,62,89.98953,0,18963.11446174908,35735.72608076398,18.662600626163062,0.0,18236.10700813262,0.9906686996869185,27.8,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_00294,16.564583603074983,107.336248850655,749303.2186250573,1832837.7567457866,554.03,1.5978881120681763,81.11014941020885,1163364.75,15,89.99364,0,26126.710018104426,11238.561578679586,49.84499188508842,15.333087319456872,4097.413259621206,0.9750775040574557,26.0,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_03728,16.57375027012244,107.38166551719823,754139.9678582391,1833909.4627903588,1959.15,0.0,81.11014941020885,1163364.75,10,89.98752,0,22180.300760304468,6747.906158418058,15.238685174776204,206.52175483612297,200.0763518255486,0.9923806574126119,31.3,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_04324,16.359583603894983,107.539582183175,771297.8691977202,1810405.4905432314,2592.72,5.380393981933594,81.11014941020885,1163364.75,16,89.993286,0,12256.530688575764,12421.306093791838,38.55913837631807,8283.269564950735,9645.569567719594,0.980720430811841,35.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01680,16.50208360332498,107.54541551648501,771722.9965200394,1826189.6458250917,1892.84,0.0,81.11014941020885,1163364.75,-1,89.98727,0,3426.0964518402475,3247.66217024132,28.510311536176417,290.88908374699855,1064.5829933029634,0.9857448442319118,28.1,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_06237,16.402916937054982,107.833748848665,802676.6351473168,1815619.555017831,17131.27,0.0,81.11014941020885,1163364.75,9,89.9852,0,7363.270054144705,23111.139014660286,79.02072357349456,9613.075133443554,9932.108883780298,0.9604896382132527,31.8,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_04407,16.457083603504987,107.76958218225501,795736.2650780019,1821522.5570855236,9039.29,0.0,81.11014941020885,1163364.75,9,89.97878,0,11828.83646758854,15387.869507219537,15.901118479945325,5634.71240213191,4691.20431596749,0.9920494407600273,31.4,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_05577,16.52708360322498,107.449582183535,761453.7686944673,1828830.4602683352,2320.45,0.0,81.11014941020885,1163364.75,9,89.9852,5,13367.332798595653,2913.243841819627,4.54326916907764,202.02239983606353,1591.422558728768,0.9977283654154612,33.1,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_05288,16.360416937224976,107.49791551667501,766843.169404116,1810442.565879866,4976.08,0.0,81.11014941020885,1163364.75,31,89.99635,0,14086.47033047066,14286.786833202592,28.648189743487887,9394.002727856043,10974.126805003105,0.9856759051282561,24.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02469,16.406805826364067,107.8156932927822,800740.7960216978,1816023.2887962526,18280.96,0.0,81.11014941020885,1163364.75,12,89.95974,0,9230.809281921986,21136.969518631075,47.53467419720924,9216.300337168148,10659.465108882807,0.9762326629013954,31.0,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_03616,16.36458360387498,107.71874884912502,790442.2087653709,1811206.8211574766,19123.0,0.0,81.11014941020885,1163364.75,4,89.99168,0,2181.662524915556,14476.80285681593,58.20562789451241,904.1518360058686,2555.803984317233,0.9708971860527438,30.1,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_04350,16.456250270174984,107.54374884982501,771608.9288275302,1821113.1186165728,10974.15,0.0,81.11014941020885,1163364.75,8,89.98763,0,3031.5959665251085,3381.0709536804675,16.301053996759997,326.36405000155634,948.8548004516107,0.99184947300162,24.0,Model_2,grid,battery;generator,28,mountain,5G_macro,1000
BTS_05987,16.34875027060498,107.507082183305,767838.8636130842,1809163.0358630682,5558.56,0.0,81.11014941020885,1163364.75,17,89.995895,0,14689.342444036429,14879.602629611636,73.76874040008703,9983.839809625482,11696.882322979842,0.9631156297999565,38.6,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02203,16.25791693763498,107.979582181415,818499.9109972599,1799785.0800344392,5764.55,0.0,81.11014941020885,1163364.75,10,89.97503,0,9896.382591579515,10856.145547462513,45.505376446430276,1530.3241635320912,7681.376059072311,0.9772473117767848,29.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_04197,16.422083603644985,107.578748849685,775396.3888173231,1817377.7813354724,36610.54,0.0,81.11014941020885,1163364.75,14,89.98456,0,4387.307436963692,4996.676949162861,35.75481458362278,700.672114393782,4038.339943895061,0.9821225927081886,36.5,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01608,16.24041693770498,107.937082181585,813981.3274030255,1797781.3426027766,3501.64,0.0,81.11014941020885,1163364.75,11,89.9921,0,6075.454302360787,15154.1007543351,148.66519420547218,6281.516419433718,12191.507444522804,0.9256674028972639,29.4,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_00088,16.53311301655761,107.69218022545945,787353.6654937706,1829828.9877019431,14089.71,0.9214249849319458,81.11014941020885,1163364.75,18,89.95974,0,11713.138263378072,10818.705737059985,72.24603668096586,3409.2487326274177,5492.212802724966,0.9638769816595171,30.0,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01868,16.504583603314977,107.54708218314501,771897.5144537808,1826468.674504327,1688.03,0.0,81.11014941020885,1163364.75,6,89.98456,0,3571.514308137007,3254.0954059477203,16.189495269621595,0.0,1300.8242914500277,0.9919052523651892,18.4,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_02084,16.266250270934982,107.68791551591501,787289.8387338403,1800275.4111583724,2495.56,0.0,81.11014941020885,1163364.75,44,89.990234,0,10190.54715699764,22411.09599770723,110.0833046135641,8468.31741406506,7554.335763210987,0.944958347693218,39.0,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_04240,16.077083605024985,107.487915516715,766154.9947653024,1779062.9428123608,120.44,120.43677520751953,81.11014941020885,1163364.75,718,89.998924,0,40129.28320583892,44118.74198712055,25.585999465496748,9129.972537542082,37421.619123923265,0.9872070002672516,32.2,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_06298,16.495416936684983,107.623748849505,780099.5460750386,1825558.811037951,8472.25,0.0,81.11014941020885,1163364.75,3,89.99104,0,3321.2977173396944,3982.147618913819,66.50355591546638,0.0,3155.0441507926703,0.9667482220422668,24.5,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_02878,16.454583603514987,107.542915516495,771522.2215498092,1820927.4795128016,9766.45,0.0,81.11014941020885,1163364.75,6,89.98576,0,3227.8432579077503,3531.8092987085097,5.551654203177695,260.38997525753774,872.0682586280246,0.9972241728984111,24.9,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_03789,16.313750270744983,108.017082181265,822420.1739835533,1806027.3162558472,1222.54,0.0,81.11014941020885,1163364.75,5,89.93634,0,13226.96780272347,10773.108717182036,115.57794806248057,815.5974938677587,512.9915742966479,0.9422110259687597,26.2,Model_2,grid,battery;generator,28,mountain,5G_macro,1000
BTS_01746,16.451250270194976,107.789582182175,797882.2037680306,1820906.025565163,13791.54,0.0,81.11014941020885,1163364.75,9,89.98883,0,12057.24101253399,17546.80397860641,508.75486647454846,7728.19365859767,6758.878749387974,0.7456225667627258,33.5,Model_3,grid,battery;generator;solar,48,mountain,4G_remote,2500
BTS_03546,16.54208360316498,107.48958218337502,765704.8312784057,1830543.4909422179,1370.42,0.0,81.11014941020885,1163364.75,5,89.97878,0,10712.860087634333,5334.700686047652,25.043222703776383,0.0,3309.6297066205593,0.9874783886481118,29.5,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_02692,16.230416937744987,107.262915517615,741886.8973406055,1795758.6799121085,2461.66,0.0,81.11014941020885,1163364.75,560,89.99126,0,42056.04316074287,40348.345027824056,22.424442743587456,0.0,35502.29640134685,0.9887877786282063,24.1,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_05407,16.414583603674984,107.639582182775,781907.7239867584,1816631.1434711001,24223.59,0.0,81.11014941020885,1163364.75,28,89.99185,0,7240.356142957359,5192.918725001791,73.1926082296178,642.5592523774633,3113.5961574294865,0.9634036958851911,23.8,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02333,16.712083602484984,107.36208218388501,751868.3725892971,1849198.3032133542,885.63,11.049812316894531,81.11014941020885,1163364.75,5,89.98763,0,33796.584651956335,19612.647162383942,36.37109414778914,79.25929307460132,11731.03467524026,0.9818144529261055,28.8,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_05654,16.398750270404967,107.81708218206501,800901.6378010142,1815133.3450385935,17204.4,0.0,81.11014941020885,1163364.75,9,89.99,0,8688.983132168469,21541.76082222613,51.12879306668259,9306.6956840888,11212.995013483374,0.9744356034666587,30.4,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_05558,16.41125027035498,107.658748849365,783960.808225312,1816288.8596935496,34886.51,0.0,81.11014941020885,1163364.75,9,89.993095,0,9021.331842062975,6410.300136587252,50.250685345747584,696.254750184952,3769.213627180554,0.9748746573271262,25.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_00060,16.425481046997284,107.65192191494451,783210.6060711984,1817854.9182907233,30102.54,0.0,81.11014941020885,1163364.75,4,89.978165,0,7521.930966270118,4701.167413501754,13.559556006564119,944.0597318661993,3419.7765844090677,0.9932202219967179,37.2,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02385,16.31902804893471,107.77180440407123,796182.5264091082,1806239.182538013,16380.49,0.0,81.11014941020885,1163364.75,8,89.978165,0,1736.1795466504245,22049.787345208046,68.20693602470978,2481.7923187926735,1833.6147048857388,0.9658965319876451,30.3,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_02149,16.45458360351498,107.731248849075,791644.1286516612,1821189.998628637,1720.55,0.0,81.11014941020885,1163364.75,10,89.97153,0,11030.655885388895,11302.493914920724,78.26312248609197,1536.7505820023582,752.1318013009467,0.960868438756954,20.7,Model_2,grid,battery;generator,28,mountain,5G_macro,1000
BTS_05081,16.392916937094984,107.800415515465,799129.1322100465,1814462.7426169927,9562.8,0.0,81.11014941020885,1163364.75,9,89.96817,0,8001.040937995677,20085.571183089272,54.20395855019493,7538.060535054968,9888.551433570776,0.9728980207249025,33.9,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01060,16.507083603721096,107.6349988495245,781284.3735809602,1826866.1965711545,4737.77,0.0,81.11014941020885,1163364.75,4,89.95974,5,5071.809732580902,5364.011876010369,0.8490206376957717,0.0,4592.715084082653,0.9995754896811521,28.3,Model_1,grid,battery,8,mountain,5G_macro,1000
BTS_03926,16.35375027058499,107.482082183405,765159.8628093615,1809683.7956118484,3381.44,0.29542601108551025,81.11014941020885,1163364.75,36,89.98499,0,15676.32377040957,15881.64020367016,70.26123313575846,7551.099912993054,12508.91377030084,0.9648693834321208,26.1,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
BTS_01514,16.257083604715742,107.98666551479329,819259.0077927641,1799703.8480970026,5388.77,1.3395509719848633,81.11014941020885,1163364.75,8,89.95974,0,10659.727398878445,10096.481778178679,106.70032843301695,1352.2663890560123,7340.062777841748,0.9466498357834915,31.5,Model_2,grid,battery;generator,28,mountain,4G_remote,2500
