site_id,latitude,longitude,utm_x,utm_y,pop_covered,pop_unique_covered,overlap_ratio_network,total_unique_pop_network,elevation_m,slope_deg,neighbour_weight,dist_to_school_m,dist_to_hospital_m,dist_to_road_m,dist_to_residential_m,dist_to_industrial_m,site_accessibility_score,antenna_height_m,region_type,bts_type,coverage_radius_m,power_W,status
BTS_03164,16.449583603949907,107.77833218228804,796682.6242688281,1820704.922175892,13279.93,0.0,81.11014941020868,1163364.75,11,89.97749,0,11371.727430085555,16357.76687081766,20.35709320527837,6512.7969076679,5554.489483981641,0.9898214533973608,30.8,mountain,4G_remote,2500,1200,failed
BTS_03546,16.54208360316498,107.48958218337502,765704.8312784057,1830543.4909422176,1370.42,0.0,81.11014941020868,1163364.75,5,89.97878,0,10712.860087634248,5334.700686047652,25.04322270383262,0.0,3309.62970662056,0.9874783886480836,29.5,mountain,5G_macro,1000,10000,failed
BTS_04745,16.597083603362954,107.3849988505183,754465.1209408209,1836496.71916228,615.28,21.708885192871094,81.11014941020868,1163364.75,12,89.97878,0,23252.7033154646,7765.872297860861,426.9278659615831,1376.8891694405752,0.0,0.7865360670192084,36.5,mountain,5G_macro,1000,10000,failed
BTS_06371,16.40208360372498,107.628748849485,780767.9834893553,1815232.1266623868,7557.0,0.0,81.11014941020868,1163364.75,26,89.95974,0,7627.680805548037,6366.161777029388,22.01056516647126,2291.548570137185,3931.225819253576,0.9889947174167644,20.5,mountain,4G_remote,2500,1200,failed
BTS_06383,16.312083604084982,107.781248848875,797202.8827556189,1805483.9978174688,13408.84,0.0,81.11014941020868,1163364.75,7,89.9852,0,786.3838577536987,23308.673069271143,6.652909284668815,3728.056073812061,2808.781561782611,0.9966735453576656,31.7,mountain,4G_remote,2500,1200,failed
BTS_06171,16.229583604414984,108.082915514335,829601.8205287743,1796810.9677244422,6459.79,0.0,81.11014941020868,1163364.75,0,0.0,0,21312.319009218576,919.1593877953756,40.62948934279292,9995.697839601018,11338.060694303756,0.9796852553286036,27.9,rural,4G_macro,1500,5000,failed
BTS_05083,16.475000270107287,107.7537488489126,794017.4287605346,1823483.3018826505,7866.28,0.0,81.11014941020868,1163364.75,8,89.97153,0,13401.916345424212,13800.16982654772,9.402950309348164,4668.281677947301,4052.213991575206,0.995298524845326,28.7,mountain,4G_remote,2500,1200,failed
BTS_04796,16.472083603444982,107.618748849525,779598.9815315674,1822968.4687797816,4026.67,0.0,81.11014941020868,1163364.75,5,89.98994,0,2143.5338923694285,1573.945403610055,43.087178686922975,0.0,3375.7726517619917,0.9784564106565384,25.1,mountain,5G_macro,1000,10000,failed
BTS_04374,16.502639159198278,107.59347107224144,776855.0655896093,1826316.5829667712,75520.37,0.0,81.11014941020868,1163364.75,6,89.97749,0,2919.986129202189,2918.7061738522707,11.83263110726954,607.8677337156078,1042.1832537629546,0.9940836844463652,37.2,mountain,4G_remote,2500,1200,failed
BTS_01168,16.508750270291834,107.72354051567925,790739.5580843589,1827176.4932702568,5103.58,0.0,81.11014941020868,1163364.75,9,89.99153,0,13733.071308211103,11800.193694778452,9.712074011189513,5406.5346726710895,6112.666291030966,0.9951439629944052,28.4,mountain,4G_remote,2500,1200,failed
BTS_02041,16.521250271025387,107.59541551645437,777036.2094283556,1828379.7971334576,24724.11,0.0,81.11014941020868,1163364.75,5,89.981995,0,4930.882571941519,4574.343217678554,44.04664613425162,1024.7816606439312,3104.6968917317017,0.9779766769328742,28.0,mountain,4G_remote,2500,1200,failed
BTS_03058,16.422916936974982,107.641248849435,782073.800073305,1817556.1167917063,9225.94,0.0,81.11014941020868,1163364.75,9,89.97503,0,6752.839047958771,4382.247604497982,34.68915288391959,67.18914036906054,2571.6505175752272,0.9826554235580404,26.1,mountain,5G_macro,1000,10000,failed
BTS_05808,16.429583603614972,107.596248849615,777255.7255061745,1818232.0348055155,66051.16,0.0,81.11014941020868,1163364.75,30,89.99523,0,3497.40938021625,4561.150569045469,67.93676912143052,414.8864415089501,2549.923674300813,0.9660316154392848,24.4,mountain,4G_remote,2500,1200,failed
BTS_06378,16.404583603714983,107.759582182295,794747.0229918424,1815694.7468447487,9261.98,77.61650085449219,81.11014941020868,1163364.75,3,89.97878,0,6002.777309309817,15556.527259039043,138.56983188311673,3256.9893840480577,6110.563518011477,0.9307150840584416,25.9,mountain,4G_remote,2500,1200,failed
BTS_00460,16.501250269994973,107.416248850335,757928.4775280452,1825927.613049029,6426.9,706.9246215820312,81.11014941020868,1163364.75,7,89.909966,0,15929.13116806687,6190.973350065625,16.61447186378462,330.6019408821901,3904.5256023032457,0.9916927640681076,22.3,mountain,4G_remote,2500,1200,failed
BTS_06463,16.446250270214982,107.652082182725,783197.5937010436,1820154.6949457636,14449.87,31.29033660888672,81.11014941020868,1163364.75,4,89.982346,0,6579.706557393669,3187.7001693503635,60.70421124741961,1970.9247803400087,3179.45787879415,0.9696478943762902,30.1,mountain,4G_remote,2500,1200,failed
BTS_06438,16.460416936824984,107.707915515835,789142.353371226,1821802.3413384515,7336.85,0.0,81.11014941020868,1163364.75,9,89.98727,0,11746.171520230484,8796.532217684124,54.716444465392215,1196.1589589538123,1361.4146727688874,0.972641777767304,33.0,mountain,4G_remote,2500,1200,failed
BTS_04944,16.657083602704986,107.473748850105,763856.9712929565,1843254.001112779,2254.77,0.0,81.11014941020868,1163364.75,12,89.9921,0,22176.803473660617,12162.316928713968,29.836021674361163,0.0,10520.177743274184,0.9850819891628194,27.6,mountain,5G_macro,1000,10000,failed
BTS_04091,16.276250270894977,107.194582184555,734525.1357749067,1800752.2983989497,802.6,197.9913024902344,81.11014941020868,1163364.75,589,89.99582,0,45183.7618916356,40287.11377023949,118.39341773993876,0.0,34145.30685660632,0.9408032911300306,27.9,mountain,5G_macro,1000,10000,failed
BTS_02131,16.165416938004984,107.714582182475,790289.6548768186,1789148.610636181,4870.31,0.0,81.11014941020868,1163364.75,54,89.99425,0,17953.822292972945,33925.0661683571,95.75654688242751,72.12746504938507,16926.198694821884,0.9521217265587862,20.9,mountain,5G_macro,1000,10000,failed
BTS_01282,16.707916935834984,107.367082183865,752407.2586358294,1848743.3819598712,1426.32,431.9842224121094,81.11014941020868,1163364.75,7,89.95974,5,33101.65881214692,18969.6015560413,1.0682991769543473,3.438288520135857,11225.09421158223,0.9994658504115228,22.9,mountain,5G_macro,1000,10000,failed
BTS_02936,16.535694714732383,107.46930440527626,763548.1988672509,1829809.5018197729,3420.85,0.0,81.11014941020868,1163364.75,10,89.98658,0,11986.14758786693,3547.112020386636,37.28432436427733,0.0,1582.2275835175967,0.9813578378178612,18.3,mountain,5G_macro,1000,10000,failed
BTS_01065,16.37416693717719,107.84291551522028,803701.0255381179,1812449.6756727728,14082.0,,81.11014941020868,1163364.75,13,89.990234,0,5200.273342823701,25075.559661194507,8.50195035691657,7129.587680481245,7614.7582390347825,0.9957490248215416,32.6,mountain,4G_remote,2500,1200,failed
BTS_00976,16.430416937242374,107.68916551672434,787183.2115502362,1818453.9222004104,19482.88,0.0,81.11014941020868,1163364.75,6,89.97503,0,9761.953194909696,7517.528774473775,15.88893957981817,1498.0612893804564,3718.1372816558182,0.992055530210091,38.8,mountain,4G_remote,2500,1200,failed
BTS_06333,16.538750269844982,107.609582182895,778524.1228676476,1830336.898661113,560.15,0.0,81.11014941020868,1163364.75,5,89.98908,5,6938.339791680932,7028.923361002128,3.5528257558368463,0.0,3487.230261528584,0.9982235871220816,24.4,mountain,5G_macro,1000,10000,failed
BTS_03591,16.49041693670498,107.555415516445,772807.461768276,1824911.513388925,15138.48,0.0,81.11014941020868,1163364.75,1,89.98576,0,1768.464870441726,1757.9652332948629,13.664882928654771,0.0,505.13837963051816,0.9931675585356726,28.2,mountain,5G_macro,1000,10000,failed
BTS_01036,16.581250270092678,107.51166551668142,768008.7626341893,1834908.9531058103,10714.74,0.0,81.11014941020868,1163364.75,9,89.99,0,12856.162296576304,8243.675830009539,18.14428066995259,0.0,8146.660052298282,0.9909278596650236,30.3,mountain,5G_macro,1000,10000,failed
BTS_03066,16.11708360486498,107.324582184035,748623.4419112201,1783287.225521956,1032.94,54.59168243408203,81.11014941020868,1163364.75,599,89.97749,0,46787.25854055807,46987.964989175736,19.611135297399358,0.0,43650.12361768334,0.9901944323513004,31.1,mountain,5G_macro,1000,10000,failed
BTS_01689,16.5175002699375,107.46624885007016,763246.5887917476,1827791.2572673664,3526.36,0.0,81.11014941020868,1163364.75,19,89.98763,0,11308.181864765802,4691.140505182741,38.44298173413791,313.62192299162564,0.0,0.9807785091329312,22.1,mountain,5G_macro,1000,10000,failed
BTS_05577,16.52708360322498,107.449582183535,761453.7686944674,1828830.4602683352,2320.45,0.0,81.11014941020868,1163364.75,9,89.9852,5,13367.332798595442,2913.243841819666,4.54326916910518,202.0223998361764,1591.4225587286685,0.9977283654154474,33.1,mountain,5G_macro,1000,10000,failed
BTS_00191,16.268333606240162,107.8810752365364,807946.169600483,1800787.5665614707,13213.75,0.0,81.11014941020868,1163364.75,9,89.98594,5,705.8691609552826,21426.27508632952,1.9122129063464064,8985.49809036546,9731.622468560068,0.9990438935468268,22.1,mountain,4G_remote,2500,1200,failed
BTS_04540,16.465416937220144,107.60833218296386,778495.6950565134,1822215.9573200396,30162.22,746.9805908203125,81.11014941020868,1163364.75,3,89.97878,0,1593.4560383217408,1957.4873135380024,53.59414084267031,63.29353031410575,2872.136582384018,0.9732029295786648,20.3,mountain,5G_macro,1000,10000,failed
BTS_01090,16.385416937124983,107.691248849235,787471.9924237349,1813474.3917376064,2033.65,0.0,81.11014941020868,1163364.75,14,89.98499,0,5900.080652297807,10794.302802768516,57.75871511248747,1859.292361186116,0.0,0.9711206424437564,34.5,mountain,5G_macro,1000,10000,failed
BTS_00102,16.34208360396498,107.765415515605,795464.7152855378,1808782.7754293804,11502.68,133.63079833984375,81.11014941020868,1163364.75,3,89.983284,0,1720.1217179324724,19808.64305159322,50.33816575463437,1972.2393191736217,3189.1430519048067,0.9748309171226828,31.0,mountain,4G_remote,2500,1200,failed
BTS_03050,16.25875027096498,107.939582181575,814219.6097175719,1799815.4285838625,9043.33,0.0,81.11014941020868,1163364.75,11,89.97503,0,5642.468017567533,15078.052558099927,58.03860007282036,5266.007262307971,10703.113471898165,0.9709806999635898,27.2,mountain,4G_remote,2500,1200,failed
BTS_04639,16.537083603184985,107.632915516135,781018.4085088868,1830184.842786732,3178.7,0.0,81.11014941020868,1163364.75,4,89.95974,0,7571.601673224392,8592.044034988265,10.56233977197891,0.0,1486.4479937290168,0.9947188301140104,28.9,mountain,5G_macro,1000,10000,failed
BTS_04842,16.251250270994984,107.942082181565,814498.9891523689,1798988.7177796229,6456.98,0.0,81.11014941020868,1163364.75,10,89.95974,0,6095.190673317118,14700.8954593326,34.87555276413065,5263.551388371467,11004.716094238678,0.9825622236179348,27.6,mountain,4G_remote,2500,1200,failed
BTS_00797,16.327916937354985,107.756248848975,794505.9213920312,1807200.8529014091,15872.41,94.20635986328124,81.11014941020868,1163364.75,4,89.98576,0,243.7231632770396,20182.170377867267,26.271937677139636,607.2865691065823,1423.6840103349398,0.9868640311614302,33.2,mountain,4G_remote,2500,1200,failed
BTS_03581,16.440416936904985,107.714582182475,789884.38207258,1819597.4166661112,2958.07,0.0,81.11014941020868,1163364.75,4,89.97153,5,9736.547962982166,9740.686977620351,2.7927544432928397,0.0,929.013616167033,0.9986036227783536,20.2,mountain,5G_macro,1000,10000,failed
BTS_03221,16.358750270564983,107.727915515755,791430.773256887,1810574.0612063168,19798.84,0.0,81.11014941020868,1163364.75,6,89.97749,0,1016.2225562467572,15621.94263232401,52.393276738354366,1579.1591415060036,3472.329601634241,0.9738033616308228,32.1,mountain,4G_remote,2500,1200,failed
BTS_03740,16.413750270344984,107.471248850115,763921.0705259938,1816312.0274655428,1466.45,1.133113980293274,81.11014941020868,1163364.75,39,89.97153,0,12010.08037847408,12401.100309644991,45.69681146349287,7223.914678963941,7919.214406727942,0.9771515942682536,24.0,mountain,4G_remote,2500,1200,failed
BTS_05445,16.572083603044984,107.49458218335502,766197.5147471663,1833871.368237912,16472.9,1.8565559387207031,81.11014941020868,1163364.75,5,89.98658,0,12887.747659720557,6171.243604329612,24.68166012713386,402.7511456673749,6318.782030902021,0.9876591699364332,30.8,mountain,4G_remote,2500,1200,failed
BTS_04865,16.604583602914985,107.474582183435,764017.7933528333,1837442.9364818328,4990.4,956.5330810546876,81.11014941020868,1163364.75,6,89.98847,0,17064.50702680507,6858.862488173203,82.4722291352723,1024.8742208751594,7944.600848314602,0.958763885432364,36.3,mountain,4G_remote,2500,1200,failed
BTS_01446,16.709583602494984,107.361248850555,751782.7535359593,1848920.4967378527,940.24,,81.11014941020868,1163364.75,5,89.9852,5,33640.2272366437,19401.556891796885,3.762130412615914,33.942435438875634,11466.102503222824,0.998118934793692,27.7,mountain,5G_macro,1000,10000,failed
BTS_06168,16.488750270044985,107.406248850375,756876.9819126886,1824531.0639699816,1019.1,,81.11014941020868,1163364.75,5,89.969986,0,16812.78026178074,7905.502569517486,39.19499256791669,94.6266210832025,5537.00786603035,0.9804025037160417,23.4,mountain,5G_macro,1000,10000,failed
BTS_01033,16.440416936924386,107.78458218199977,797364.4471544904,1819699.0890639024,15486.45,0.0,81.11014941020868,1163364.75,11,89.98714,0,10747.5129070485,17120.057735340295,62.37070556418342,7147.756015130638,6305.859178869582,0.9688146472179084,32.5,mountain,4G_remote,2500,1200,failed
BTS_03684,16.44041693690498,107.788748848845,797809.7008984305,1819705.2229027983,14793.0,0.0,81.11014941020868,1163364.75,11,89.96817,0,10966.89161778104,17562.014315527726,50.85757612603279,7592.680381382085,6745.727209768984,0.9745712119369836,28.4,mountain,4G_remote,2500,1200,failed
BTS_01215,16.548750269804987,107.462082183485,762759.2774536675,1831245.3817591567,6027.64,0.0,81.11014941020868,1163364.75,9,89.983284,0,13447.004994750218,2312.209106769457,13.371553139102046,0.0,3055.260055958099,0.993314223430449,25.7,mountain,5G_macro,1000,10000,failed
BTS_01111,16.575416936364984,107.551248849795,772243.0718153454,1834316.447586237,5183.54,833.4308471679688,81.11014941020868,1163364.75,4,89.97503,0,11050.288562462129,10026.461982381414,52.99362346038362,548.5189175529506,9141.47099667058,0.9735031882698082,26.2,mountain,4G_remote,2500,1200,failed
BTS_06161,16.540416936504993,107.67958218261502,785997.3930371915,1830619.7312227096,11531.64,,81.11014941020868,1163364.75,10,89.99518,0,11091.841521796749,10655.796322784869,28.7367859024378,2673.8632947960145,3944.6134230452894,0.985631607048781,35.5,mountain,4G_remote,2500,1200,failed
BTS_00158,16.44375027022498,107.795415515485,798517.0083725802,1820084.157577476,14445.27,,81.11014941020868,1163364.75,12,89.98576,0,11654.605132232267,18230.327965601784,20.43936518246376,8299.456013054965,7409.523320910755,0.9897803174087682,27.0,mountain,4G_remote,2500,1200,failed
BTS_03728,16.57375027012244,107.38166551719824,754139.9678582391,1833909.4627903588,1959.15,0.0,81.11014941020868,1163364.75,10,89.98752,0,22180.30076030437,6747.906158418058,15.238685174776204,206.52175483612297,200.0763518255486,0.992380657412612,31.3,mountain,5G_macro,1000,10000,failed
BTS_00189,16.3495002748881,107.90783217691848,810679.9727003844,1809816.38154702,2809.29,0.0,81.11014941020868,1163364.75,9,89.97153,5,1004.5827225783514,22130.216520432907,1.8456012218307756,0.0,360.3205745081669,0.9990771993890846,19.3,mountain,5G_macro,1000,10000,failed
BTS_01392,16.382916937134983,107.861248848555,805647.2453957114,1813446.134816411,13822.21,0.0,81.11014941020868,1163364.75,12,89.96817,0,3691.413005006285,26575.510292490984,23.921843295503976,5933.658136604084,6263.596932509393,0.988039078352248,25.8,mountain,4G_remote,2500,1200,failed
BTS_05097,16.411250270354984,107.582082183005,775767.8612530709,1816182.919626407,17436.9,0.0,81.11014941020868,1163364.75,56,89.997406,0,5495.938823021946,6232.80706622789,51.67996089881536,1942.8276793586288,4891.561878533772,0.9741600195505924,34.0,mountain,4G_remote,2500,1200,failed
BTS_05780,16.278750270884984,108.010415514625,821764.385675933,1802140.622801784,5993.89,1.6822420358657837,81.11014941020868,1163364.75,9,89.96817,0,13200.419709571766,8655.18744973034,71.78001368569579,1274.4739641773351,4088.414410862344,0.964109993157152,24.7,mountain,4G_remote,2500,1200,failed
BTS_03103,16.478750270084983,107.486248850055,765435.4073941594,1823527.5991468583,8187.98,75.26824951171875,81.11014941020868,1163364.75,6,89.979866,0,8215.02954144429,9151.017667745393,19.76448712455539,477.95630000596617,1631.7981647723166,0.9901177564377224,28.3,mountain,4G_remote,2500,1200,failed
BTS_06363,16.427083603624983,107.811248848755,800234.6049851372,1818262.0831703036,17721.54,0.0,81.11014941020868,1163364.75,10,89.98456,0,10890.44465822301,20161.709337811008,39.22820594299686,9281.214944616511,9409.57291659472,0.9803858970285017,33.2,mountain,4G_remote,2500,1200,failed
BTS_02084,16.266250270934982,107.687915515915,787289.8387338403,1800275.4111583724,2495.56,0.0,81.11014941020868,1163364.75,44,89.990234,0,10190.54715699764,22411.09599770723,110.08330461359982,8468.31741406506,7554.335763210987,0.9449583476932,39.0,mountain,4G_remote,2500,1200,failed
BTS_06355,16.51958360325499,107.567082183065,774012.526865272,1828156.4802465667,26765.35,0.0,81.11014941020868,1163364.75,1,89.96817,0,4814.335521010872,3639.296507328304,163.80784787264477,988.7574417738213,3566.981388908672,0.9180960760636776,30.8,mountain,4G_remote,2500,1200,failed
BTS_03507,16.435416936924987,107.576248849695,775110.4648063693,1818850.561683976,14477.61,0.0,81.11014941020868,1163364.75,31,89.98994,5,3092.003306641572,3500.8436331313787,4.297151871083673,1.0333324628496778,2990.2328165282656,0.997851424064458,21.9,mountain,5G_macro,1000,10000,failed
BTS_06293,16.390416937104984,107.607915516235,778558.1455356056,1813911.6940492352,4411.74,0.0,81.11014941020868,1163364.75,12,89.995926,0,8006.114864837288,7878.87622385636,17.802351786291123,4530.098403818445,5351.908313292074,0.9910988241068543,36.5,mountain,4G_remote,2500,1200,failed
BTS_00074,16.423598760215445,107.582082179801,775750.4353975893,1817550.0684290708,43162.73,0.0,81.11014941020868,1163364.75,18,89.98714,0,4145.867857699943,4885.009673138308,55.69532808378689,667.1834750591861,4201.65161931057,0.9721523359581066,34.3,mountain,4G_remote,2500,1200,failed
BTS_00851,16.427916936954983,107.656248849375,783669.4402650461,1818130.6795402856,30473.94,0.0,81.11014941020868,1163364.75,3,89.93634,0,7786.816158477436,4791.353772910663,78.78889153633192,678.7761503689007,3743.2487364340423,0.960605554231834,36.7,mountain,4G_remote,2500,1200,failed
BTS_03653,16.541250269834983,107.468748850125,763481.3252514722,1830423.8110305232,3739.0,0.0,81.11014941020868,1163364.75,10,89.98658,0,12382.628252293993,3222.7161361427534,54.5878136878447,0.0,2186.341042503815,0.9727060931560776,26.3,mountain,5G_macro,1000,10000,failed
BTS_06485,16.30541693744498,107.389582183775,755335.9523775742,1804214.903573108,887.38,,81.11014941020868,1163364.75,235,89.99773,0,26349.505997256376,26564.419753357244,174.32654449591365,117.77721669977404,21795.853844802048,0.9128367277520432,22.5,mountain,5G_macro,1000,10000,failed
BTS_06178,16.554583603114978,107.452915516855,761772.602764886,1831879.1999395944,3684.05,0.0,81.11014941020868,1163364.75,9,89.97153,0,14618.026248367009,1337.8321561983198,27.159098106808862,0.0,2681.5125251555583,0.9864204509465956,21.1,mountain,5G_macro,1000,10000,failed
BTS_03399,16.491250270034982,107.49958218333502,766842.5113922243,1824929.043872653,21103.62,0.0,81.11014941020868,1163364.75,8,89.9852,0,6985.567615733819,7695.318686749712,71.36884412884469,903.3582434525111,2527.6721361002387,0.9643155779355777,28.4,mountain,4G_remote,2500,1200,failed
BTS_06373,16.598750269604984,107.383748850465,754329.4945496737,1836679.634365589,641.23,34.75465774536133,81.11014941020868,1163364.75,12,89.97153,0,23468.083707813043,7986.921599453096,515.2463083492235,1150.7312321688414,0.0,0.7423768458253883,30.6,mountain,5G_macro,1000,10000,failed
BTS_03310,16.29958360413498,107.345415517285,750621.7427067622,1803514.3679265704,425.8,294.981689453125,81.11014941020868,1163364.75,70,89.95974,0,30391.85148270121,29736.596772965604,27.923154210096804,0.0,24517.83034147664,0.9860384228949516,23.1,mountain,5G_macro,1000,10000,failed
BTS_04689,16.536250269854982,107.506248849975,767492.610297482,1829919.7920710803,18628.15,0.0,81.11014941020868,1163364.75,6,89.99252,0,8998.955598226386,7214.166553236118,26.795737722194684,1611.1707549995472,4361.276163963113,0.9866021311389026,31.0,mountain,4G_remote,2500,1200,failed
BTS_04197,16.422083603644985,107.578748849685,775396.3888173231,1817377.7813354724,36610.54,0.0,81.11014941020868,1163364.75,14,89.98456,0,4387.307436963721,4996.676949162847,35.75481458362278,700.672114393782,4038.339943895061,0.9821225927081886,36.5,mountain,4G_remote,2500,1200,failed
BTS_06405,16.415416937004988,107.805415515445,799629.0937167616,1816961.5727949813,17554.6,0.0,81.11014941020868,1163364.75,10,89.97749,0,9932.693727291007,19827.040973131363,67.53264554137694,8300.729297801203,9258.733048530605,0.9662336772293116,23.2,mountain,4G_remote,2500,1200,failed
BTS_01608,16.24041693770498,107.937082181585,813981.3274030255,1797781.3426027766,3501.64,0.0,81.11014941020868,1163364.75,11,89.9921,0,6075.454302360787,15154.1007543351,148.66519420547218,6281.516419433718,12191.507444522804,0.925667402897264,29.4,mountain,4G_remote,2500,1200,failed
BTS_00276,16.120416938184984,107.399582183735,756644.6345117165,1783748.1198452062,1096.58,0.0,81.11014941020868,1163364.75,488,89.99576,0,42441.98446062907,42627.51587047088,19.664381770641363,0.0,39464.05738271221,0.9901678091146792,19.7,mountain,5G_macro,1000,10000,failed
BTS_01796,16.572708603283925,107.517290517135,768621.1682365988,1833970.8270623784,10067.93,0.0,81.11014941020868,1163364.75,6,89.98953,0,11745.2897860966,8496.280969440757,7.41792458928349,0.0,7800.797849226351,0.9962910377053582,23.2,mountain,5G_macro,1000,10000,failed
BTS_01496,16.55138916001639,107.57916551794769,775257.9008876085,1831694.3113526308,14499.84,0.0,81.11014941020868,1163364.75,4,89.97153,0,8492.263826823602,7177.478207022187,24.00773019137753,696.2342931282757,6483.559207662472,0.9879961349043112,31.0,mountain,4G_remote,2500,1200,failed
BTS_06413,16.590416936304983,107.530415516545,769997.7827659845,1835948.9611970847,580.48,419.7106628417969,81.11014941020868,1163364.75,4,89.993095,0,13111.581152024206,10484.44384552074,41.41910781390039,5.653595611930315,10193.213038965076,0.9792904460930498,25.7,mountain,5G_macro,1000,10000,failed
BTS_00552,16.49625027001498,107.512915516615,768259.7811430246,1825500.2866817184,5922.99,0.0,81.11014941020868,1163364.75,6,89.97503,0,5799.840883181334,6339.92545657442,9.732676521296018,0.0,3215.520205947058,0.995133661739352,25.6,mountain,5G_macro,1000,10000,failed
BTS_02814,16.416250270334984,107.615415516205,779322.814460898,1816782.1798991435,15658.28,0.0,81.11014941020868,1163364.75,32,89.99367,0,5564.830347719644,4910.591740202386,13.449302517407787,1806.2397193188424,2381.361254078788,0.993275348741296,24.4,mountain,4G_remote,2500,1200,failed
BTS_02335,16.537639159172564,107.6290266268592,780602.2865262766,1830240.920837188,2731.16,0.0,81.11014941020868,1163364.75,6,89.978165,0,7439.28959919841,8320.45824659619,18.563747555293443,0.0,1711.1425276022767,0.9907181262223532,22.1,mountain,5G_macro,1000,10000,failed
BTS_02248,16.111250271554976,107.397082183745,756388.9080433978,1782730.276158239,1498.52,0.0,81.11014941020868,1163364.75,487,89.99506,0,43473.00176683157,43658.00534310492,18.609825464100755,0.0,40500.52329963109,0.9906950872679496,19.9,mountain,5G_macro,1000,10000,failed
BTS_03767,16.086250271654983,107.360415517225,752496.814150248,1779917.6576971668,1521.56,0.0,81.11014941020868,1163364.75,613,89.990234,5,47714.43643059889,47904.9021034385,4.590611590191902,1.7212142844256475,44680.08629785015,0.997704694204904,24.1,mountain,5G_macro,1000,10000,failed
BTS_03203,16.341250270634983,107.712082182485,789764.0194018884,1808613.7580375292,4817.45,49.24262619018555,81.11014941020868,1163364.75,9,89.98456,5,3041.053051426072,16027.80674136592,2.800718328767,2617.6822385090345,2681.363051753919,0.9985996408356164,36.8,mountain,4G_remote,2500,1200,failed
BTS_06351,16.567083603064983,107.508748849965,767716.9724438176,1833336.6676472595,23368.77,30.10453414916992,81.11014941020868,1163364.75,6,89.98752,0,11610.345029692007,7458.221314519984,36.41107321488157,356.1554247560408,6725.380282139698,0.9817944633925592,27.8,mountain,4G_remote,2500,1200,failed
